alpha_ff4,beta_mkt_ff4,r2_ff4,n_est_obs,CAR_1_1,CAR_0_5,CAR_0_20,CAR_5_60,CAR_5_30,event_id,ticker,company_fyi,announcement_date,ai_mentioned,post_chatgpt,period,listing_region,industry,layoff_count,layoff_pct
-0.0010005206280249875,1.5080767586306951,0.38190316925921153,250,-0.04299850687451507,0.3098747328994422,0.37835939701063903,0.43049461815677853,0.43049461815677853,CMPR_2023-03-23,CMPR,Cimpress,2023-03-23,0,1,post_genai,US,Retail,500.0,
-0.0009643729159014083,1.3516873103701572,0.687992984889479,250,0.009983507054327129,0.07118480148983324,0.019080604499776492,0.08249632496202415,0.08249632496202415,COF_2023-01-19,COF,Capital One,2023-01-19,0,1,post_genai,US,Finance,1100.0,
-0.0012680884587912282,1.1575558679372688,0.4816039126952183,250,-0.047661090038570796,-0.01429846813122787,-0.04957721660464578,-0.09159314108934373,-0.09159314108934373,COHR_2023-03-16,COHR,Coherent,2023-03-16,0,1,post_genai,US,Manufacturing,108.0,
-0.0014165215859488502,2.154279587600114,0.5075771957097823,250,0.00786534058537804,-0.0563230786398968,-0.059114400459307714,-0.051304174779025616,-0.051304174779025616,COIN_2022-06-14,COIN,Coinbase,2022-06-14,0,0,pre_genai,US,Crypto,1100.0,18%
-0.0007805269287871101,1.6477900329614754,0.38106699349549256,250,-0.20625805278220305,-0.22205040085742497,-0.26572907460894696,-0.4914133869534226,-0.4914133869534226,COMP_2022-06-14,COMP,Compass,2022-06-14,0,0,pre_genai,US,Real Estate,450.0,10%
-0.001678854820911094,1.0059408205538292,0.5279826589841492,250,-0.019650281700106534,0.018212749390362548,-0.045571741612181145,0.10256661141323656,0.10256661141323656,COUR_2022-11-09,COUR,Coursera,2022-11-09,0,0,pre_genai,US,Education,,
-0.004080776449269916,1.1704273710007003,0.1701856147568459,250,-0.03913501793395881,-0.06715723443008265,-0.0761397755592422,0.17362152535404848,0.17362152535404848,COUR_2024-10-25,COUR,Coursera,2024-10-25,0,1,post_genai,US,Education,150.0,10%
-0.00263989118497827,0.5068415207307989,0.025933304093248788,250,-0.06847166128613905,-0.013357691882921047,-0.21073426210030916,-0.04651417482233798,-0.04651417482233798,CRGO_2023-07-12,CRGO,Freightos,2023-07-12,1,1,post_genai,US,Logistics,50.0,13%
-0.0001519729172851954,1.15533423168625,0.7212695321343727,250,0.2900954860875815,0.21560271268006875,0.17820588841830998,0.23364106110030233,0.23364106110030233,CRM_2020-08-26,CRM,Salesforce,2020-08-26,0,0,pre_genai,US,Sales,1000.0,2%
-0.0008176439460867212,1.2263048037278943,0.6639732779363783,250,0.02034789547909539,0.09432291475208851,0.03093720218492567,0.0059065664100636135,0.0059065664100636135,CRM_2022-10-13,CRM,Salesforce,2022-10-13,0,0,pre_genai,US,Sales,90.0,
0.00038347430017891815,1.0520808083878954,0.48628358451420894,250,-0.018793722878885866,-0.055023096647852654,-0.036918797864584685,-0.027528004639075142,-0.027528004639075142,CRM_2023-08-02,CRM,Salesforce,2023-08-02,0,1,post_genai,US,Sales,50.0,
-0.0002862896726026044,1.2126424475949027,0.24866668713997941,250,0.006950427301187487,-0.04757337643178004,-0.084270137110915,-0.023905650642320787,-0.023905650642320787,CRM_2025-02-03,CRM,Salesforce,2025-02-03,0,1,post_genai,US,Sales,1000.0,1%
-0.000942677149502577,0.9870222700793989,0.4797725573372904,250,0.024451663865706914,-0.007328079584575844,-0.035363029489260234,-0.005011348646789808,-0.005011348646789808,CRM_2025-08-31,CRM,Salesforce,2025-08-31,1,1,post_genai,US,Sales,4000.0,
-0.000238490351447815,0.6858452021954253,0.4438464597500493,250,0.0009048543322878189,-0.025500329693438455,-0.09033553765506579,-0.03387638308024887,-0.03387638308024887,CRTO_2023-02-21,CRTO,Criteo,2023-02-21,0,1,post_genai,US,Marketing,,
3.5328387622039444e-05,0.6324709441597036,0.10953529773829285,250,-0.017361890763981425,0.06527549384518633,0.08050523729174003,0.08619013989948816,0.08619013989948816,CRTO_2024-04-12,CRTO,Criteo,2024-04-12,0,1,post_genai,US,Marketing,140.0,4%
0.000711788440813032,1.3653640409896142,0.45039692054791824,250,-0.029477083223974916,-0.062368147899208845,-0.0501440456307283,-0.02548340665135663,-0.02548340665135663,CRWD_2025-05-07,CRWD,CrowdStrike,2025-05-07,0,1,post_genai,US,Security,500.0,5%
-0.00022114129075149645,0.905537983258352,0.44754371457640596,250,0.03931482650287955,0.06227353028979303,0.08896364584091684,0.07004110827513851,0.07004110827513851,CSCO_2022-11-16,CSCO,Cisco,2022-11-16,0,0,pre_genai,US,Infrastructure,4100.0,5%
0.0005551852772636636,0.8800615599709046,0.4856623154844776,250,-0.001105250830139993,-0.02946208998733895,-0.032555439976688756,-0.06114296248480462,-0.06114296248480462,CSCO_2023-09-17,CSCO,Cisco,2023-09-17,0,1,post_genai,US,Infrastructure,350.0,
0.0009927920273888812,0.8988251431493068,0.6104049507846842,250,0.01751661694596321,0.009028875546481373,-0.037269589742479896,-0.11798789410860486,-0.11798789410860486,CSCO_2025-08-19,CSCO,Cisco,2025-08-19,0,1,post_genai,US,Infrastructure,221.0,
-0.0018723578705149603,0.8752829741259038,0.3131541353806717,250,-0.19655476482153691,-0.1427120247707305,-0.23575161723403096,-0.26408025616227343,-0.26408025616227343,CUE_2022-06-27,CUE,Cue,2022-06-27,0,0,pre_genai,US,Healthcare,170.0,
